PMF_PLACE,LONG,LAT,ADDR,EMR,CLINIC
NORTH VANCOUVER,-123.0728972,49.3182724,102 - 1111 LONSDALE AVENUE,Launchpad,NORTH SHORE EYE ASSOCIATES
ALDERGROVE,-122.4732203,49.0583316,27109 FRASER HIGHWAY,Osler,FRASER HIGHWAY MEDICAL CLINIC
VANCOUVER,-123.1213803,49.2635965,101 - 777 WEST BROADWAY,IntraHealth,THE DOCTORS OFFICE
LANGLEY,-122.6114124,49.096327,204 - 22112 52ND AVENUE,IntraHealth,MURRAYVILLE FAMILY PRACTICE
SUMMERLAND,-119.677319,49.601239,PO BOX 460 - 13009 ROSEDALE AVENUE,MedAccess,ROSEDALE MEDICAL ASSOCIATES
CHILLIWACK,-121.9599871,49.1681443,9146 MARY STREET,Oscar West,NA
VANCOUVER,-123.1213803,49.2635965,101 777 WEST BROADWAY,Intrahealth,THE DOCTORS OFFICE
VICTORIA,-123.3234804,48.4325466,212 - 1964 FORT STREET,MedAccess,NA
VICTORIA,-123.4930457,48.447103,113 - 662 GOLDSTREAM,Osler,COASTAL HEALTH ALLIANCE
VANCOUVER,-123.1262048,49.2455931,KO - 134 - 4480 OAK STREET,Launchpad,PAEDIATRIC UROLOGY DEPARTMENT
DUNCAN,-123.7098645,48.7782337,186 KENNETH STREET,MedAccess,COLEMAN CLINIC
REVELSTOKE,-118.1952793,50.998722,PO BOX 590,MedAccess,SELKIRK MEDICAL GROUP
VANCOUVER,-123.1204893,49.2763446,1061 HAMILTON STREET,Osler,MAINLAND MEDICAL AND LASER CLINIC
DUNCAN,-123.712049,48.779425,3 - 271 INGRAM STREET,Accuro,NA
VANCOUVER,-123.1213803,49.2635965,1000- 777 WEST BROADWAY,Plexia,NA
MACKENZIE,-123.1013184,55.3379008,45 CENTENNIAL DRIVE - PO BOX 2410,NH MOIS,MACKENZIE FAMILY HEALTH CLINIC
VICTORIA,-123.4411095,48.4555097,211 - 284 HELMCKEN ROAD,Osler,NA
PRINCE GEORGE,-122.7658118,53.9152453,402-2155 10TH AVE,MOIS,NA
VICTORIA,-123.3334413,48.4719991,200-3994 SHELBOURNE STREET,Osler,UNIVERSITY PLAZA FAMILY PRACTICE
VICTORIA,-123.3302199,48.4305343,302 - 2020 RICHMOND ROAD,Plexia,VICTORIA SURGICAL CONSULTANTS
VICTORIA,-123.3832251,48.4875777,302-4420 CHATTERTON WAY,Accuro,PEDIATRIC CONSULTANTS
DUNCAN,-123.7098645,48.7782337,5768 ALLENBY ROAD,Launchpad,TSEWULHTUN HEALTH CENTRE
VICTORIA,-123.4252728,48.4731157,1506 BURNSIDE ROAD WEST,Oscar Nerd,ROUNDHOUSE MIDWIVES
MACKENZIE,-123.1013184,55.3379008,45 CENTENNIAL DRIVE,NH MOIS,PO BOX 2410
CHILLIWACK,-121.9645187,49.1357121,7 - 7201 VEDDER ROAD,Intrahealth FHA,STO:LO NATION PRIMARY CARE CLINIC
WILLIAMS LAKE,-122.1442964,52.1363062,440 COMER STREET,IntraHealth,COMER MEDICAL CLINIC
POWELL RIVER,-124.521515,49.8443081,4739 JOYCE AVENUE,MedAccess,NA
SURREY,-122.8452882,49.1780621,302 9656 KING GEORGE BOULEVARD,IntraHealth,NA
CAMPBELL RIVER,-125.2411602,50.0071696,277 EVERGREEN ROAD,Oscar West,ALDER MEDICAL CENTRE
LANGLEY,-122.6256024,49.0905999,21561 OLD YALE ROAD,Accuro,NA
VICTORIA,-123.3961746,48.4543697,14 - 3170 TILLICUM ROAD,Oscar,TILLICUM MEDICAL CLINIC
COQUITLAM,-122.7971411,49.2830442,101 - 2963 GLEN DRIVE,Plexia,NA
PRINCE GEORGE,-122.755411,53.9085702,204 - 1669 VICTORIA STREET,Launchpad,NA
COURTENAY,-124.9632069,49.7101913,300 - 444 LERWICK ROAD,Intrahealth,CROWN ISLE MEDICAL CLINIC
VANCOUVER,-123.1210594,49.2630115,400 - 750 WEST BROADWAY,Wolf,UBC FAMILY PRACTICE
SALMON ARM,-119.2788418,50.7036368,PO BOX 897 STN MAIN - 541  6TH  STREET  NE,Osler,NA
NORTH VANCOUVER,-123.0728443,49.3215044,217 - 1433 LONSDALE AVENUE,Plexia,NA
VANCOUVER,-123.1204893,49.2763446,1061 HAMILTON STREET,Osler,NA
VANCOUVER,-123.1006257,49.2494755,3998 MAIN STREET,Oscar Nerd,MID-MAIN HEALTH CLINIC
VANDERHOOF,-124.0087932,54.0283077,3348 HOSPITAL ROAD,MOIS,OMINECA MEDICAL CLINIC
VANCOUVER,-123.0918041,49.2832953,569 POWELL STREET,Intrahealth VCH,DOWNTOWN COMMUNITY CLINIC
VICTORIA,-123.4400703,48.4562511,295 ELTHAM ROAD,Osler,NA
DENMAN ISLAND,-124.8201521,49.5370861,PO BOX 80 - 3351 PIERCY ROAD,Oscar,DENMAN ISLAND MEDICAL CLINIC
SURREY,-122.890071,49.1583175,103 - 8556 120TH ST,Plexia,NA
NELSON,-117.2847019,49.4951494,426 - 3 VIEW STREET,Accuro,NA
SALMON ARM,-119.2792192,50.7039663,102 - 571 6TH STREET NE,MedAccess,SHUSWAP FAMILY PRACTICE
SURREY,-122.8428948,49.1745321,320 - 13710 94A AVENUE,Accuro,NA
VICTORIA,-123.327759,48.4322939,1952 BAY STREET,Launchpad,RJH GERIATRICS
DUNCAN,-123.7092826,48.779573,103 - 149 INGRAM STREET,MedAccess,INGRAM FAMILY PRACTICE
SQUAMISH,-123.1540768,49.6983179,PO BOX 9200 - 37989 CLEVELAND AVENUE,Osler,DIAMOND HEAD MEDICAL CLINIC
VICTORIA,-123.3302199,48.4305343,302 - 2020 RICHMOND AVENUE,Plexia,SURGICAL CONSULTANTS
BURNABY,-122.8981429,49.2526712,240 - 9600 CAMERON STREET,Oscar Nerd,NA
SURREY,-122.8747864,49.1640197,102 - 12565 88 AVE,Launchpad,TRITON MEDICAL CLINIC
VERNON,-119.270669,50.2657055,206 - 3203 30TH STREET,Accuro,NA
NANAIMO,-123.9424186,49.1688971,340 CAMPBELL STREET,IntraHealth,CALEDONIAN CLINIC
VICTORIA,-123.3302199,48.4305343,206 - 2020 RICHMOND AVENUE,Accuro,WESTHEART CARDIOLOGY
VANCOUVER,-123.0902657,49.2285235,6184 FRASER STREET,Accuro,NA
CHEMAINUS,-123.7163167,48.9262953,9892 ESPLANADE STREET,MedAccess,CHEMAINUS MEDICAL CLINIC
VICTORIA,-123.3703598,48.5208839,996 ABBEY ROAD,Oscar PRN,HOME TEAM MEDICAL SERVICES
SURREY,-122.8671536,49.1411731,101 - 12827 76TH AVENUE,Oscar,ALL CARE MEDICAL CLINIC
PRINCE GEORGE,-122.7658118,53.9152453,309 - 2155 10TH AVENUE,Osler,NA
BURNABY,-122.9918946,49.2258939,611 - 4980 KINGSWAY,Plexia,NA
PRINCE GEORGE,-122.7658118,53.9152453,308 - 2155 10TH AVENUE,MOIS,NA
SURREY,-122.8452616,49.1396594,7550 KING GEORGE BOULEVARD,Oscar,MANCHANDA MEDICAL
VICTORIA,-123.4264531,48.4475028,205 - 1497 ADMIRALS WALK,Accuro,Pediatrics
NANAIMO,-123.9330141,49.1646557,103 - 650 SOUTH TERMINAL AVENUE,IntraHealth,MEDICAL ARTS CENTRE
VICTORIA,-123.3337925,48.4449543,230-1641 HILLSIDE AVE,Oscar,VICTORIA LIPID CLINIC
VANCOUVER,-123.11886,49.2320657,360 - 650 WEST 41ST AVENUE,Wolf,NA
PORT MCNEILL,-127.0782247,50.5836711,PO BOX 14 - 2161 MCNEILL ROAD,IntraHealth,PORT MCNEILL MEDICAL CLINIC
ABBOTSFORD,-122.3313784,49.0508199,108-2669 LANGDON ST,Oscar Nerd,LANGDON MEDICAL CLINIC
MISSION,-122.3270153,49.1337746,104 - 32423 LOUGHEED HWY,Osler,CEDAR CARE CLINIC
SIDNEY,-123.3983274,48.6489013,309 - 2453 BEACON AVENUE,Osler,NA
LANTZVILLE,-124.0740663,49.2504314,PO BOX 190 - 7186 LANTZVILLE ROAD,Osler,SOWS EAR MEDICAL CLINIC
DELTA,-123.0682155,49.0292035,1443 VIEW CRESCENT,MOIS,VIEW MEDICAL
NANAIMO,-124.0136195,49.206882,2778 104TH STREET,Oscar,THE FAMILY PRACTICE CLINIC
VICTORIA,-123.3661201,48.431871,601A DISCOVERY STREET,Oscar,VICTORIA LIPID CLINIC
SQUAMISH,-123.1540768,49.6983179,PO BOX 9200 - 37989 CLEVELAND AVENUE,Osler,DIAMOND HEAD MEDICAL CLINIC
VANCOUVER,-123.1313385,49.2891718,200 - 1525 ROBSON STREET,Osler,NA
WINFIELD,-119.4060999,50.0262267,1 - 9966 POLLARD ROAD,Oscar West,LAKE COUNTRY MEDICAL
VICTORIA,-123.3123953,48.4635137,PO BOX 1700 STN CSC,Accuro,ISLAND MEDICAL PROGRAMME UVIC
VICTORIA,-123.4383194,48.4536839,275 ISLAND HIGHWAY,Osler,ADMIRALS MEDICAL CLINIC
CHILLIWACK,-121.9610562,49.1681573,203 - 9123 MARY STREET,Oscar,NA
QUESNEL,-122.4985501,52.9832255,644 FRONT STREET,NH MOIS,QUESNEL PRIMARY CLINIC
MAPLE RIDGE,-122.6522336,49.2181435,110 - 20528 LOUGHEED HIGHWAY,Osler,MAGETA MEDICAL CENTRE
VALEMOUNT,-119.2738994,52.8316408,PO BOX 697 1445 5TH AVENUE,NH MOIS,VALEMOUNT MEDICAL CLINIC
DUNCAN,-123.7016705,48.7776431,101 - 330 FESTUBERT STREET,MedAccess,ALDERLEA CLINIC
CAMPBELL RIVER,-125.2509645,50.029453,280 - 1400 DOGWOOD STREET,MedAccess,QUINSAM MEDICAL GROUP
SURREY,-122.7798024,49.1985953,106 - 15966 108TH AVENUE,Wolf,FRASER HEIGHTS MEDICAL CENTRE
NANAIMO,-123.9424186,49.1688971,340 CAMPBELL STREET,IntraHealth,CALEDONIAN CLINIC
POWELL RIVER,-124.5234576,49.8487415,A1 - 6935 HARVIE AVENUE,MedAccess,NA
NANAIMO,-124.0054095,49.2061181,84C - 3200 N. ISLAND HWY,IntraHealth,NA
UCLUELET,-125.5460752,48.9409636,BOX 1090,Wolf,UCLUELET MEDICAL CENTRE
SALTSPRING,-123.5017616,48.8528877,130 MCPHILLIPS AVE,Launchpad,COMMUNITY MIDWIVES
VANCOUVER,-123.1262048,49.2455931,KO - 134 - 4480 OAK STREET,Launchpad,PAEDIATRIC UROLOGY DEPARTMENT
DUNCAN,-123.7228546,48.7861443,3045 GIBBINS ROAD,MedAccess,C/O COWICHAN HOSPITAL
VANCOUVER,-123.1259148,49.2611413,3RD FL - 2775 LAUREL STREET,Plexia,DIAMOND HEALTH CARE CENTRE
VANCOUVER,-123.1149955,49.2491852,200 - 4088 CAMBIE STREET,Launchpad,CAMBIE OLDER ADULT MENTAL HEALTH TEAM
LILLOOET,-121.9385442,50.6913614,PO BOX 850 - 107 8TH AVENUE,Osler,LILLOOET MEDICAL CLINIC
VICTORIA,-123.3334413,48.4719991,200 - 3994 SHELBOURNE STREET,Osler,UNIVERSITY PLAZA FAMILY PRACTICE
VICTORIA,-123.3641797,48.4681421,106 - 3960 QUADRA STREET,Osler,SYNERGY HEALTH
VICTORIA,-123.3656136,48.4390321,301 - 740 HILLSIDE AVENUE,iClinic,WESTERN CARDIOLOGY ASSOCIATES
VANCOUVER,-123.0107252,49.2809823,4218 EAST HASTINGS STREET,Launchpad,NA
VICTORIA,-123.3841127,48.4896014,101 - 4450 CHATTERTON WAY,Accuro,BROADMEAD SURGICAL CENTRE
VICTORIA,-123.3234804,48.4325466,314 - 1964 FORT STREET,Launchpad,NA
VICTORIA,-123.3661099,48.4315775,605 DISCOVERY STREET,Accuro,CBI HEALTH CENTRE
LANGLEY,-122.6502877,49.1079098,101 - 5796 GLOVER ROAD,MedAccess,GLOVER MEDICAL CLINIC
COURTENAY,-125.0024939,49.6889334,559 6TH STREET,Oscar Nerd,COTTAGE MEDICAL CLINIC
VANCOUVER,-123.1512299,49.2640824,103 - 2025 WEST BROADWAY,Launchpad,WELLPOINT MEDICAL SERV
VICTORIA,-123.3331826,48.4672493,207 - 3930 SHELBOURNE STREET,Oscar Nerd,NA
MAPLE RIDGE,-122.6032284,49.2175021,22338 SELKIRK AVENUE,Accuro,NA
NEW WESTMINSTER,-122.8933071,49.2260098,309 - 301 EAST COLUMBIA STREET,Accuro,NA
NEW WESTMINSTER,-122.905748,49.2043055,420 COLUMBIA STREET,IntraHealth,FOREMED CLINICS INC
VICTORIA,-123.3747387,48.4564346,104 - 3551 BLANSHARD STREET,Accuro,REBALANCE MD
VICTORIA,-123.3848514,48.4936772,140 - 777 ROYAL OAK AVENUE,Accuro,NA
DUNCAN,-123.7228546,48.7861443,220-3045 GIBBONS ROAD,MedAccess,COWICHAN DISTRICT HOSPITAL
PORT COQUITLAM,-122.778575,49.2631852,101 - 2255 ELGIN AVENUE,MedAccess,ELGIN MEDICAL CLINIC
ABBOTSFORD,-122.2938409,49.037486,208 - 1945 MCCALLUM ROAD,Intrahealth,NA
MAPLE RIDGE,-122.6073795,49.2208137,C 22195 DEWDNEY TRUNK ROAD,IntraHealth,NA
VICTORIA,-123.3533691,48.4239009,202 - 1175 COOK STREET,IntraHealth,NA
NORTH VANCOUVER,-123.0718632,49.3191811,401 1200 LONSDALE AVENUE,Plexia,NA
POWELL RIVER,-124.5196218,49.8465311,7019 ALBERNI STREET,Wolf,FAMILY TREE CLINIC
COURTENAY,-124.9969041,49.6885853,UNIT E - 310 8TH STREET,IntraHealth,VALLEY CARE MEDICAL
VANCOUVER,-123.1391246,49.2653232,1530 WEST 7TH AVENUE,Wolf,SEYMOUR HEALTH CENTRE
COURTENAY,-124.9632069,49.7101913,300 - 444 LERWICK ROAD,IntraHealth,THE CROWNE ISLE CLINIC
ABBOTSFORD,-122.3252165,49.0527908,204 - 32450 SIMON AVENUE,Osler,WINDERMERE MEDICAL CLINIC
VICTORIA,-123.3747387,48.4564346,104 - 3551 BLANSHARD STREET,Accuro,REBALANCE
VICTORIA,-123.3528931,48.4246916,200 - 1121 YATES STREET,Plexia,NA
VICTORIA,-123.3641797,48.4681421,101 - 3960 QUADRA STREET,Osler,ISLAND SEXUAL HEALTH
FERNIE,-115.0623902,49.5022032,PO BOX 820 - 402 2ND AVENUE,Intrahealth,SPARLING EAST MEDICAL CENTRE
PORT COQUITLAM,-122.7550096,49.2728127,210 - 1465 SALISBURY AVENUE,Oscar West,BURKE MOUNTAIN MEDICAL
LANGLEY,-122.6560949,49.1624313,4 - 8790 204TH STREET,IntraHealth,NA
VANCOUVER,-123.1208651,49.262601,2550 WILLOW STREET,Plexia,EYECARE CENTRE
RICHMOND,-123.1565066,49.1549014,120 - 6180 BLUNDELL ROAD,Launchpad,NA
SURREY,-122.8405364,49.174526,201 - 13798 94A AVENUE,Accuro,NA
FRUITVALE,-117.5425512,49.115288,PO BOX 610 - 1937 COLUMBIA GARDENS ROAD,Osler,BEAVER VALLEY CLINIC
PORT ALBERNI,-124.7820624,49.248456,3949 PORT ALBERNI HWY,Osler,WEST COAST GEN HOSPITAL
KELOWNA,-119.4906209,49.8578635,301 - 3295 LAKESHORE ROAD,MedAccess,NA
PARKSVILLE,-124.3151253,49.3196578,PO BOX 250 - 154 WEST MEMORIAL AVENUE,MedAccess,PARKSVILLE MEDICAL CLINIC
VICTORIA,-123.3747387,48.4564346,104 - 3551 BLANSHARD ST,Accuro,REBALANCE MD
VICTORIA,-123.3528931,48.4246916,201 - 1121 YATES STREET,Plexia,NA
VICTORIA,-123.3234804,48.4325466,206 - 1964 FORT STREET,Osler,NA
VICTORIA,-123.4320773,48.4666982,1 HOSPITAL WAY,Oscar Nerd,VICTORIA GENERAL HOSPITAL
LANGLEY,-122.6581148,49.102665,112 5501 204 STREET,IntraHealth,NA
POWELL RIVER,-124.5202068,49.8456395,4794 JOYCE AVENUE,Wolf,THE MEDICAL CLINIC ASSOCIATES
LANGLEY,-122.6114124,49.096327,201 - 22112 52ND AVENUE,Plexia,NA
CHILLIWACK,-121.9610562,49.1681573,108 - 9123 MARY STREET,Accuro,NA
QUESNEL,-122.4977902,52.978123,348 FRONT STREET,Osler,HOLLEY CLINIC
LANGLEY,-122.6562538,49.1182791,201 - 20434 64TH AVENUE,Launchpad,NA
CAMPBELL RIVER,-125.243085,50.0113996,360 2ND AVENUE,Oscar West,HILLSIDE MEDICAL
LANGLEY,-122.6733484,49.1179171,19851 WILLOWBROOK DRIVE,Launchpad,VALLEY CENTRE MEDICAL CLINIC
COURTENAY,-124.9944659,49.6860442,202 - 1350 ENGLAND AVENUE,IntraHealth,COURTENAY MEDICAL ASSOCIATES
PRINCE GEORGE,-122.7634634,53.9112715,1475 EDMONTON STREET,NH Mois,PGRH DIABETES EDUCATION CENTRE
KELOWNA,-119.4892947,49.8631484,301 - 3001 TUTT STREET,MedAccess,NA
PRINCE GEORGE,-122.7658118,53.9152453,402 - 2155 10TH AVENUE,MOIS,HOY MEDICAL
NANAIMO,-123.9618898,49.1852149,1450 WADDINGTON ROAD,MedAccess,ANCHOR FAMILY MEDICAL CLINIC
VICTORIA,-123.3308402,48.4300629,1902 RICHMOND ROAD,Oscar West,JUBILEE MEDICAL CLINIC
KELOWNA,-119.490148,49.8626485,104 - 3040 TUTT STREET,Osler,NA
GABRIOLA ISLAND,-123.8435562,49.1744644,3 - 590 NORTH ROAD,Osler,NA
VICTORIA,-123.3625659,48.4213257,102 - 777 BLANSHARD STREET,Launchpad,NA
VANCOUVER,-123.1281537,49.2793415,500 - 1144 BURRARD STREET,Accuro,BURRARD ORTHOPAEDIC CLINIC
RICHMOND,-123.1471647,49.1706805,103 - 7031 WESTMINSTER HIGHWAY,MedAccess,WESTMINSTER MEDICAL CLINIC
VANCOUVER,-123.0952083,49.257914,3080 PRINCE EDWARD ST,Plexia,MSJH - RAPID ASSESSMENT BREAST
VANCOUVER,-123.2442035,49.2648819,2211 WESBROOK MALL,Plexia,PARKINSON'S RESEARCH CTR - UBC
SOOKE,-123.7213071,48.3787718,1300 - 6660 SOOKE ROAD,MD Physician Services,WEST COAST FAMILY PRACTICE
DUNCAN,-123.708823,48.776047,5768 ALLENBY ROAD,MedAccess & RelayHealth,TSEWULTUN HEALTH CENTER - SENIOR HEALTH NURSE
COURTENAY,-124.9944659,49.6860442,201-1350 ENGLAND AVE,Intrahealth,COURTENAY MEDICAL ASSOCIATES
DUNCAN,-123.7080793,48.7783306,170 CRAIG STREET,Oscar Nerd,COWICHAN MIDWIFERY GROUP
MERRITT,-120.7870518,50.1106525,PO BOX 279 - 2087 GRANITE AVENUE,Osler,NA
COURTENAY,-124.9969041,49.6885853,UNIT E - 310 8TH STREET,IntraHealth,VALLEY CARE MEDICAL
KELOWNA,-119.4892947,49.8631484,210 - 3001 TUTT STREET,Accuro,NA
VICTORIA,-123.3832251,48.4875777,304 - 4420 CHATTERTON WAY,Oscar Nerd,NA
NORTH VANCOUVER,-123.0718856,49.3181729,110 - 1100 LONSDALE AVENUE,IntraHealth,NORTH VANCOUVER MEDICAL
VICTORIA,-123.4411095,48.4555097,109 - 284 HELMCKEN RD,Oscar West,NA
NORTH VANCOUVER,-123.072296,49.3230612,200 ? 101 WEST 16TH,Plexia,NA
DUNCAN,-123.7033411,48.7743357,291 COWICHAN WAY,MedAccess,COWICHAN WAY CLINIC
NANAIMO,-123.9424186,49.1688971,340 CAMPBELL STREET,IntraHealth,CALEDONIAN CLINIC
SURREY,-122.8405364,49.174526,201 - 13798 94A AVENUE,Accuro,NA
VICTORIA,-123.3328186,48.4685611,200 - 1595 MCKENZIE AVE,MedAccess,NA
VICTORIA,-123.3986709,48.4492705,203 - 2951 TILLICUM ROAD,Oscar,ACCESS MIDWIFERY
NORTH VANCOUVER,-123.070512,49.3196669,604 - 145 EAST 13TH STREET,IntraHealth,NA
CAMPBELL RIVER,-125.2411602,50.0071696,277 EVERGREEN ROAD,Oscar West,ALDER MEDICAL CENTRE
VICTORIA,-123.3491162,48.415768,1282 FAIRFIELD ROAD,IntraHealth,MOSS ROCK MEDICAL CENTRE
VICTORIA,-123.3524606,48.4254293,107 - 1120 YATES STREET,Oscar Nerd,MIDWIVES COLLECTIVE
PORT COQUITLAM,-122.7550096,49.2728127,210 - 1465 SALISBURY AVENUE,Oscar West,NA
NAKUSP,-117.7979456,50.2383921,PO BOX 159 - 84 BROADWAY,Wolf,NA
NANAIMO,-123.9330141,49.1646557,103 - 650 SOUTH TERMINAL AVENUE,IntraHealth,NA
PRINCE GEORGE,-122.7658118,53.9152453,402 - 2155 10TH AVENUE,MOIS,NA
CHILLIWACK,-121.9676836,49.1681534,9105 SUNSET DRIVE,Oscar West,NA
NORTH VANCOUVER,-123.0964231,49.3208076,108 - 845 MARINE DRIVE,Wolf,NA
VANCOUVER,-123.040184,49.2190888,350 - 3150 EAST 54TH AVENUE,Oscar West,NA
SURREY,-122.8027414,49.1053336,103 - 15157 HIGHWAY 10,Wolf,PANORAMA VILLAGE MEDICAL CLINIC
VICTORIA,-123.3641797,48.4681421,101 3960 QUADRA ST,Osler,ISLAND SEXUAL HEALTH SOCIETY
VANCOUVER,-123.1313385,49.2891718,322 - 1525 ROBSON STREET,Osler,NA
VICTORIA,-123.4871906,48.4467929,201 -582 Goldstream Avenue,MedAccess,NA
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL STREET - 5TH FLR,Accuro,DIAMOND HEALTH CARE CTR DEPT OF GASTROENTEROLOGY
PENTICTON,-119.5750167,49.4822036,PENTICTON MENTAL HEALTH,Launchpad,3RD FL-740 CARMI AVE
VICTORIA,-123.3602982,48.4655837,302 - 3939 QUADRA STREET,Launchpad,NA
VANCOUVER,-123.1540458,49.2338558,2077 WEST 42ND AVENUE,Oscar Nerd,KERRISDALE STATION MEDICAL CLINIC
VICTORIA,-123.3533691,48.4239009,326 - 1175 COOK STREET,Launchpad,NA
VANCOUVER,-123.1259148,49.2611413,5TH FL - 2775 LAUREL STREET,Accuro,VGH DIV OF GEN SURGERY
SURREY,-122.8013919,49.1181975,201 - 6355 152ND STREET,Wolf,NA
NANAIMO,-123.9401617,49.1644685,360 WESLEY STREET,Accuro,NA
DUNCAN,-123.708823,48.776047,5768 ALLENBY ROAD,Launchpad,NA
NEW WESTMINSTER,-122.8910565,49.2266116,330 EAST COLUMBIA STREET,Launchpad,DEPT OF ANAESTHESIA
VICTORIA,-123.3337925,48.4449543,365  - 3066 SHELBOURNE STREET,Intrahealth,NA
COQUITLAM,-122.8566851,49.2348404,1301 LOUGHEED HWY,Wolf,GOOD HEALTH FAMILY MEDICINE
DELTA,-123.0700061,49.0224581,201-1077 56TH ST,Wolf,TSAWWASSEN MEDICAL CLINIC
VICTORIA,-123.5068443,48.4493313,A - 2820 JACKLIN ROAD,Oscar,ARBUTUS MIDWIVES
VICTORIA,-123.327759,48.4322939,1952 BAY STREET,Launchpad,RJH GERIATRICS
LANGLEY,-122.6114124,49.096327,104 - 22112 52ND AVENUE,IntraHealth,NA
PORT ALBERNI,-124.7988067,49.2462943,7 - 3855 9TH AVENUE,Osler,NA
VICTORIA,-123.3612514,48.4545607,205-1001 CLOVERDALE AVE,Launchpad,NA
VERNON,-119.2646053,50.2562281,225 - 2306 HIGHWAY 6,MedAccess,JACKSON MEYER MEDICAL CLINIC
VANCOUVER,-123.1347653,49.2910728,1757 ROBSON STREET,Oscar,WEST END MEDICAL CLINIC
TERRACE,-128.5911069,54.5189215,300 - 4634 PARK AVENUE,IntraHealth,PARK AVE MEDICAL CLINIC
PORT ALBERNI,-124.809411,49.2341337,3062 2ND AVENUE,MedAccess,NA
KELOWNA,-119.4794618,49.8788974,1955 BOWES STREET,Oscar,NA
SURREY,-122.8427538,49.1772129,301-13737 96 TH AVENUE,Accuro,PLASTIC SURGERY GROUP CITY CENTRE
KELOWNA,-119.4908762,49.8725258,2311 PANDOSY STREET,Accuro,NA
FERNIE,-115.0623902,49.5022032,PO BOX 820,Intrahealth,SPARLING EAST MEDICAL CLINIC
VICTORIA,-123.4264531,48.4475028,205 - 1497 ADMIRALS ROAD,Oscar Nerd,GROW CLINIC
BRENTWOOD BAY,-123.4473827,48.5770682,C1 - 7159 WEST SAANICH RD,Launchpad,DANDELION MIDWIFERY
NANAIMO,-123.969342,49.1558375,RM 308A - 900 5TH STREET,MedAccess,VIU BUILDING 200
GABRIOLA ISLAND,-123.8363367,49.1785071,695 CHURCH STREET,Wolf,NA
VICTORIA,-123.3894905,48.4935914,210 4475 VIEWMONT AVENUE,MedAccess,NA
VICTORIA,-123.3302199,48.4305343,302 - 2020 RICHMOND ROAD,Plexia,NA
VANCOUVER,-123.1181027,49.2637252,U6 - 601 WEST BROADWAY,MedAccess,BRAODWAY FAMILY PRACTICE
VICTORIA,-123.3625659,48.4213257,103 - 777 BLANSHARD STREET,Launchpad,NA
VANCOUVER,-123.1251268,49.2636604,230 - 943 WEST BROADWAY,Plexia,NA
NEW WESTMINSTER,-122.9202672,49.2131559,140 - 555 6TH STREET,Accuro,CBI CARE POINT WESTMINSTER MALL
FORT LANGLEY,-122.5818142,49.1687943,PO BOX 99 - 23148 96TH AVENUE,IntraHealth,FORT LANGLEY FAMILY PRACTICE
VICTORIA,-123.3302199,48.4305343,202 - 2020 RICHMOND AVENUE,Accuro,WESTHEART CARDIOLOGY
MAPLE RIDGE,-122.6073795,49.2208137,C 22195 DEWDNEY TRUNK ROAD,IntraHealth,NA
LILLOOET,-121.9385442,50.6913614,PO BOX 850 - 107 8TH AVENUE,Osler,LILLOOET MEDICAL CLINIC
COQUITLAM,-122.7934129,49.2735462,3000 LOUGHEED HWY,Wolf,SUNWOOD MEDICAL CTR
VICTORIA,-123.4707503,48.4414961,201-1910 SOOKE ROAD,Launchpad,MD ESTHETICS
NELSON,-117.2900506,49.494212,806 VERNON STREET,Osler,NELSON MEDICAL ASSOCIATES CLINIC
VICTORIA,-123.3602982,48.4655837,402 - 3939 QUADRA STREET,Launchpad,NA
ABBOTSFORD,-122.2233358,49.0447513,105 - 2362 WHATCOM ROAD,Wolf,NA
PORT MCNEILL,-127.0782247,50.5836711,PO BOX 400,Intrahealth,PORT MCNEILL MEDICAL CLINIC
MILL BAY,-123.5585109,48.6513996,230 - 2720 MILL BAY ROAD,MedAccess,MILL BAY MEDICAL CLINIC
VICTORIA,-123.4992,48.4642098,107 - 2349 MILLSTREAM ROAD,Osler,NA
TERRACE,-128.5961955,54.5114444,4720 HAUGLAND AVENUE,Launchpad,NA
BURNABY,-123.0165975,49.2488432,3935 KINCAID STREET,Launchpad,PRIMARY CARE CLINIC OP MENTAL HEALTH
CAMPBELL RIVER,-125.2483022,50.0122985,101 - 250 DOGWOOD STREET,Oscar,SUMMIT SURGICAL
VICTORIA,-123.4383194,48.4536839,275 ISLAND HIGHWAY,Osler,ADMIRALS MEDICAL CLINIC
VANCOUVER,-123.2442035,49.2648819,M334 - 2211 WESBROOK MALL,InputHealth,UBC STUDENT HEALTH SERVICES
VANCOUVER,-123.1267045,49.2448408,PO BOX 164 - 4500 OAK STREET,Launchpad,REPRODUCTIVE MENTAL HEALTH
NANAIMO,-123.9730982,49.1828239,205 - 1621 DUFFERIN CRESCENT,IntraHealth,NA
BURNABY,-123.0158079,49.2808069,200 - 4012 EAST HASTINGS STREET,Oscar,NORBURN MEDICAL CLINIC
VANCOUVER,-123.1210594,49.2630115,1317 - 750 WEST BROADWAY,MedAccess,NA
VANCOUVER,-123.1347159,49.2632129,401 - 1338 WEST BROADWAY,Plexia,NA
VANCOUVER,-123.0694663,49.2607399,301 - 2620 COMMERCIAL DRIVE,McKeever Wizardry,COMEL MEDICAL CENTRE
VICTORIA,-123.3334107,48.4448742,145-3060 SHELBOURNE STREET,Osler,NA
